Time (h),Cum. Gas Inj (SCC),Cum. Gas Prod. (SCC),Cum Oil Prod. (SCC),Pressure (atm)
66.46,63268.96,53199.42,13.51,255.03
66.47,63288.04,53214.99,13.55,255
66.48,63288.04,53214.99,13.55,255
66.49,63302.17,53230.71,13.57,255.01
66.5,63302.17,53230.71,13.57,255.01
66.51,63317.96,53233.82,13.58,255.01
66.52,63338.67,53258.04,13.57,254.97
66.53,63338.67,53258.04,13.57,254.97
66.54,63347.88,53274.04,13.53,255.03
66.55,63347.88,53274.04,13.53,255.03
66.56,63365.31,53290.32,13.58,255.01
66.57,63372.89,53299.25,13.56,255.08
66.58,63372.89,53299.25,13.56,255.08
66.59,63390.32,53314.97,13.55,255.07
66.6,63390.32,53314.97,13.55,255.07
66.61,63409.38,53331.11,13.58,255.04
66.62,63423.53,53349.94,13.57,255.06
66.63,63423.53,53349.94,13.57,255.06
66.64,63434.4,53363.68,13.57,255.1
66.65,63434.4,53363.68,13.57,255.1
66.66,63455.1,53382.51,13.56,255.06
66.67,63469.25,53398.8,13.6,255.07
66.68,63469.25,53398.8,13.6,255.07
66.69,63483.4,53406.44,13.58,255.08
66.7,63483.4,53406.44,13.58,255.08
66.71,63499.19,53423.01,13.58,255.08
66.72,63521.51,53446.94,13.64,255.03
66.73,63521.51,53446.94,13.64,255.03
66.74,63532.39,53449.07,13.56,255.07
66.75,63532.39,53449.07,13.56,255.07
66.76,63553.08,53468.47,13.57,255.03
66.77,63560.7,53487.59,13.57,255.1
66.78,63560.7,53487.59,13.57,255.1
66.79,63579.75,53499.9,13.59,255.07
66.8,63579.75,53499.9,13.59,255.07
66.81,63593.91,53514.35,13.6,255.08
66.82,63609.7,53540.97,13.6,255.08
66.83,63609.7,53540.97,13.6,255.08
66.84,63625.48,53543.38,13.58,255.08
66.85,63625.48,53543.38,13.58,255.08
66.86,63646.16,53557.68,13.58,255.04
66.87,63661.94,53581.75,13.61,255.04
66.88,63661.94,53581.75,13.61,255.04
66.89,63676.1,53600.31,13.57,255.06
66.9,63676.1,53600.31,13.57,255.06
66.91,63691.89,53614.18,13.62,255.06
66.92,63712.55,53624.94,13.62,255.01
66.93,63712.55,53624.94,13.62,255.01
66.94,63726.71,53643.07,13.64,255.03
66.95,63726.71,53643.07,13.64,255.03
66.96,63739.24,53656.81,13.6,255.06
66.97,63761.53,53670.4,13.59,255
66.98,63761.53,53670.4,13.59,255
66.99,63772.44,53685.83,13.64,255.04
67,63772.44,53685.83,13.64,255.04
67.01,63789.85,53702.4,13.64,255.03
67.02,63804.01,53715.72,13.61,255.04
67.03,63804.01,53715.72,13.61,255.04
67.04,63821.42,53726.05,13.6,255.03
67.05,63821.42,53726.05,13.6,255.03
67.06,63832.34,53745.45,13.66,255.07
67.07,63849.74,53756.07,13.62,255.06
67.08,63849.74,53756.07,13.62,255.06
67.09,63863.91,53763.86,13.63,255.07
67.1,63863.91,53763.86,13.63,255.07
67.11,63876.46,53788.5,13.63,255.1
67.12,63892.25,53804.22,13.64,255.1
67.13,63892.25,53804.22,13.64,255.1
67.14,63909.65,53815.55,13.67,255.08
67.15,63909.65,53815.55,13.67,255.08
67.16,63930.29,53836.65,13.6,255.04
67.17,63942.84,53844.58,13.63,255.07
67.18,63942.84,53844.58,13.63,255.07
67.19,63960.24,53863.84,13.63,255.06
67.2,63960.24,53863.84,13.63,255.06
67.21,63974.41,53879.7,13.64,255.07
67.22,63985.36,53901.51,13.62,255.11
67.23,63985.36,53901.51,13.62,255.11
67.24,64007.6,53906.75,13.61,255.06
67.25,64007.6,53906.75,13.61,255.06
67.26,64018.55,53925.58,13.62,255.1
67.27,64034.34,53942.15,13.61,255.1
67.28,64034.34,53942.15,13.61,255.1
67.29,64050.12,53957.58,13.67,255.1
67.3,64050.12,53957.58,13.67,255.1
67.31,64069.13,53968.49,13.63,255.07
67.32,64081.7,53981.37,13.66,255.1
67.33,64081.7,53981.37,13.66,255.1
67.34,64094.27,54003.46,13.65,255.12
67.35,64094.27,54003.46,13.65,255.12
67.36,64114.88,54022.44,13.66,255.08
67.37,64129.06,54035.89,13.66,255.1
67.38,64129.06,54035.89,13.66,255.1
67.39,64149.67,54043.39,13.67,255.06
67.4,64149.67,54043.39,13.67,255.06
67.41,64162.24,54062.37,13.64,255.08
67.42,64179.64,54072.99,13.67,255.07
67.43,64179.64,54072.99,13.67,255.07
67.44,64197.03,54089.28,13.66,255.06
67.45,64197.03,54089.28,13.66,255.06
67.46,64209.61,54111.22,13.68,255.08
67.47,64228.6,54124.25,13.66,255.06
67.48,64228.6,54124.25,13.66,255.06
67.49,64244.39,54142.8,13.68,255.06
67.5,64244.39,54142.8,13.68,255.06
67.51,64256.97,54145.92,13.64,255.08
67.52,64280.77,54167.16,13.64,255.01
67.53,64280.77,54167.16,13.64,255.01
67.54,64290.14,54186.13,13.69,255.07
67.55,64290.14,54186.13,13.69,255.07
67.56,64309.13,54196.61,13.69,255.04
67.57,64323.32,54207.8,13.7,255.06
67.58,64323.32,54207.8,13.7,255.06
67.59,64340.7,54215.45,13.68,255.04
67.6,64340.7,54215.45,13.68,255.04
67.61,64359.69,54245.04,13.68,255.01
67.62,64375.47,54250.85,13.68,255.01
67.63,64375.47,54250.85,13.68,255.01
67.64,64388.06,54267.84,13.7,255.04
67.65,64388.06,54267.84,13.7,255.04
67.66,64405.44,54279.88,13.7,255.03
67.67,64421.22,54294.18,13.68,255.03
67.68,64421.22,54294.18,13.68,255.03
67.69,64441.8,54312.59,13.71,254.99
67.7,64441.8,54312.59,13.71,254.99
67.71,64451.2,54328.17,13.66,255.04
67.72,64470.17,54339.5,13.67,255.01
67.73,64470.17,54339.5,13.67,255.01
67.74,64487.55,54353.23,13.71,255
67.75,64487.55,54353.23,13.71,255
67.76,64501.74,54366.4,13.71,255.01
67.77,64519.12,54387.22,13.71,255
67.78,64519.12,54387.22,13.71,255
67.79,64536.49,54395.86,13.7,254.99
67.8,64536.49,54395.86,13.7,254.99
67.81,64545.91,54409.31,13.68,255.04
67.82,64563.28,54428.28,13.72,255.03
67.83,64563.28,54428.28,13.72,255.03
67.84,64579.07,54444.28,13.74,255.03
67.85,64579.07,54444.28,13.74,255.03
67.86,64594.85,54457.17,13.69,255.03
67.87,64609.05,54476.71,13.72,255.04
67.88,64609.05,54476.71,13.72,255.04
67.89,64624.83,54487.33,13.75,255.04
67.9,64624.83,54487.33,13.75,255.04
67.91,64634.27,54500.36,13.73,255.1
67.92,64651.64,54511.27,13.72,255.08
67.93,64651.64,54511.27,13.72,255.08
67.94,64670.6,54527.55,13.72,255.06
67.95,64670.6,54527.55,13.72,255.06
67.96,64686.39,54544.4,13.74,255.06
67.97,64699.01,54557.71,13.73,255.08
67.98,64699.01,54557.71,13.73,255.08
67.99,64716.38,54576.41,13.73,255.07
68,64716.38,54576.41,13.73,255.07
68.01,64733.75,54581.22,13.74,255.06
68.02,64746.37,54603.17,13.75,255.08
68.03,64746.37,54603.17,13.75,255.08
68.04,64766.9,54613.65,13.75,255.04
68.05,64766.9,54613.65,13.75,255.04
68.06,64777.94,54627.24,13.75,255.08
68.07,64795.31,54649.34,13.73,255.07
68.08,64795.31,54649.34,13.73,255.07
68.09,64811.1,54662.36,13.75,255.07
68.1,64811.1,54662.36,13.75,255.07
68.11,64826.88,54678.37,13.73,255.07
68.12,64841.09,54689.69,13.73,255.08
68.13,64841.09,54689.69,13.73,255.08
68.14,64855.3,54699.75,13.73,255.1
68.15,64855.3,54699.75,13.73,255.1
68.16,64877.4,54719.15,13.75,255.04
68.17,64897.91,54732.32,13.74,255
68.18,64897.91,54732.32,13.74,255
68.19,64905.81,54748.46,13.74,255.07
68.2,64905.81,54748.46,13.74,255.07
68.21,64923.18,54764.46,13.77,255.06
68.22,64940.54,54772.53,13.78,255.04
68.23,64940.54,54772.53,13.78,255.04
68.24,64956.32,54791.93,13.76,255.04
68.25,64956.32,54791.93,13.76,255.04
68.26,64973.68,54807.66,13.71,255.03
68.27,64973.68,54807.66,13.71,255.03
68.28,64986.32,54813.32,13.73,255.06
68.29,65002.1,54833.85,13.74,255.06
68.3,65002.1,54833.85,13.74,255.06
68.31,65024.18,54850.7,13.8,255
68.32,65024.18,54850.7,13.8,255
68.33,65039.96,54861.18,13.8,255
68.34,65052.6,54885.11,13.79,255.03
68.35,65052.6,54885.11,13.79,255.03
68.36,65068.39,54893.19,13.72,255.03
68.37,65068.39,54893.19,13.72,255.03
68.38,65085.74,54904.09,13.77,255.01
68.39,65103.09,54920.23,13.77,255
68.4,65103.09,54920.23,13.77,255
68.41,65112.6,54942.04,13.73,255.06
68.42,65133.09,54955.06,13.79,255.01
68.43,65133.09,54955.06,13.79,255.01
68.44,65148.87,54963.98,13.82,255.01
68.45,65148.87,54963.98,13.82,255.01
68.46,65164.66,54985.37,13.82,255.01
68.47,65180.44,54995.99,13.79,255.01
68.48,65180.44,54995.99,13.79,255.01
68.49,65199.36,55004.06,13.79,254.99
68.5,65199.36,55004.06,13.79,254.99
68.51,65207,55013.13,13.8,255.06
68.52,65230.92,55037.2,13.78,254.99
68.53,65230.92,55037.2,13.78,254.99
68.54,65245.14,55049.66,13.8,255
68.55,65245.14,55049.66,13.8,255
68.56,65260.92,55057.3,13.82,255
68.57,65275.15,55074.02,13.81,255.01
68.58,65275.15,55074.02,13.81,255.01
68.59,65292.49,55092.85,13.8,255
68.6,65292.49,55092.85,13.8,255
68.61,65306.71,55109.14,13.79,255.01
68.62,65322.18,55122.87,13.8,255.01
68.63,65322.18,55122.87,13.8,255.01
68.64,65336.41,55135.76,13.81,255.03
68.65,65336.41,55135.76,13.81,255.03
68.66,65355.31,55149.07,13.81,255
68.67,65372.65,55168.33,13.82,254.99
68.68,65372.65,55168.33,13.82,254.99
68.69,65386.87,55179.09,13.82,255
68.7,65386.87,55179.09,13.82,255
68.71,65402.97,55186.88,13.83,255
68.72,65418.75,55211.51,13.85,255
68.73,65418.75,55211.51,13.85,255
68.74,65432.98,55224.55,13.81,255.01
68.75,65432.98,55224.55,13.81,255.01
68.76,65448.45,55233.32,13.86,255.01
68.77,65462.68,55254.85,13.84,255.03
68.78,65462.68,55254.85,13.84,255.03
68.79,65478.47,55271.14,13.79,255.03
68.8,65478.47,55271.14,13.79,255.03
68.81,65491.15,55283.88,13.82,255.06
68.82,65506.93,55298.04,13.8,255.06
68.83,65506.93,55298.04,13.8,255.06
68.84,65524.27,55308.52,13.85,255.04
68.85,65524.27,55308.52,13.85,255.04
68.86,65538.82,55324.38,13.85,255.06
68.87,65554.29,55346.47,13.85,255.06
68.88,65554.29,55346.47,13.85,255.06
68.89,65571.94,55361.9,13.86,255.04
68.9,65571.94,55361.9,13.86,255.04
68.91,65581.22,55367.99,13.87,255.1
68.92,65598.55,55386.26,13.87,255.08
68.93,65598.55,55386.26,13.87,255.08
68.94,65612.8,55402.83,13.83,255.1
68.95,65612.8,55402.83,13.83,255.1
68.96,65630.13,55421.94,13.88,255.08
68.97,65645.92,55429.74,13.84,255.08
68.98,65645.92,55429.74,13.84,255.08
68.99,65660.16,55446.02,13.84,255.1
69,65660.16,55446.02,13.84,255.1
69.01,65679.03,55462.3,13.88,255.07
69.02,65690.19,55478.3,13.88,255.11
69.03,65690.19,55478.3,13.88,255.11
69.04,65705.98,55494.59,13.84,255.11
69.05,65705.98,55494.59,13.84,255.11
69.06,65724.85,55507.76,13.84,255.08
69.07,65737.56,55523.77,13.83,255.11
69.08,65737.56,55523.77,13.83,255.11
69.09,65754.89,55534.95,13.87,255.1
69.1,65754.89,55534.95,13.87,255.1
69.11,65773.75,55553.07,13.88,255.07
69.12,65791.08,55572.05,13.9,255.06
69.13,65791.08,55572.05,13.9,255.06
69.14,65800.71,55585.5,13.89,255.11
69.15,65800.71,55585.5,13.89,255.11
69.16,65822.65,55596.97,13.9,255.06
69.17,65839.97,55618.21,13.89,255.04
69.18,65839.97,55618.21,13.89,255.04
69.19,65852.68,55633.93,13.89,255.07
69.2,65852.68,55633.93,13.89,255.07
69.21,65870.01,55639.46,13.86,255.06
69.22,65887.33,55658.72,13.85,255.04
69.23,65887.33,55658.72,13.85,255.04
69.24,65904.65,55679.96,13.85,255.03
69.25,65904.65,55679.96,13.85,255.03
69.26,65920.43,55679.25,13.9,255.03
69.27,65934.68,55698.22,13.88,255.04
69.28,65934.68,55698.22,13.88,255.04
69.29,65945.87,55717.62,13.92,255.08
69.3,65945.87,55717.62,13.92,255.08
69.31,65967.78,55731.22,13.91,255.03
69.32,65977.44,55747.08,13.92,255.08
69.33,65977.44,55747.08,13.92,255.08
69.34,65991.7,55763.79,13.9,255.1
69.35,65991.7,55763.79,13.9,255.1
69.36,66010.55,55777.24,13.9,255.07
69.37,66023.28,55787.15,13.9,255.1
69.38,66023.28,55787.15,13.9,255.1
69.39,66040.59,55811.94,13.88,255.08
69.4,66040.59,55811.94,13.88,255.08
69.41,66059.43,55822.84,13.87,255.06
69.42,66073.69,55827.37,13.87,255.07
69.43,66073.69,55827.37,13.87,255.07
69.44,66091.01,55841.53,13.89,255.06
69.45,66091.01,55841.53,13.89,255.06
69.46,66100.69,55854.98,13.91,255.11
69.47,66118,55881.18,13.94,255.1
69.48,66118,55881.18,13.94,255.1
69.49,66135.32,55884.86,13.92,255.08
69.5,66135.32,55884.86,13.92,255.08
69.51,66148.06,55911.2,13.95,255.11
69.52,66162.32,55924.79,13.96,255.12
69.53,66162.32,55924.79,13.96,255.12
69.54,66179.63,55941.22,13.91,255.11
69.55,66179.63,55941.22,13.91,255.11
69.56,66192.38,55945.75,13.97,255.14
69.57,66209.69,55967.99,13.93,255.12
69.58,66209.69,55967.99,13.93,255.12
69.59,66225.48,55983.28,13.91,255.12
69.6,66225.48,55983.28,13.91,255.12
69.61,66241.27,55997.3,13.91,255.12
69.62,66258.58,56016.42,13.94,255.11
69.63,66258.58,56016.42,13.94,255.11
69.64,66275.88,56026.75,13.93,255.1
69.65,66275.88,56026.75,13.93,255.1
69.66,66288.64,56048.84,13.95,255.12
69.67,66308.97,56056.21,13.96,255.08
69.68,66308.97,56056.21,13.96,255.08
69.69,66318.7,56075.75,13.93,255.14
69.7,66318.7,56075.75,13.93,255.14
69.71,66342.06,56094.44,13.91,255.07
69.72,66354.82,56110.3,13.93,255.1
69.73,66354.82,56110.3,13.93,255.1
69.74,66372.12,56124.04,13.93,255.08
69.75,66372.12,56124.04,13.93,255.08
69.76,66386.4,56140.04,13.95,255.1
69.77,66405.21,56147.69,13.93,255.07
69.78,66405.21,56147.69,13.93,255.07
69.79,66420.99,56169.92,13.93,255.07
69.8,66420.99,56169.92,13.93,255.07
69.81,66439.8,56183.65,13.99,255.04
69.82,66452.57,56196.82,13.96,255.07
69.83,66452.57,56196.82,13.96,255.07
69.84,66468.35,56210.7,13.98,255.07
69.85,66468.35,56210.7,13.98,255.07
69.86,66484.14,56231.38,13.96,255.07
69.87,66501.44,56245.11,13.99,255.06
69.88,66501.44,56245.11,13.99,255.06
69.89,66520.24,56261.11,13.99,255.03
69.9,66520.24,56261.11,13.99,255.03
69.91,66531.5,56269.75,13.99,255.07
69.92,66548.79,56282.5,13.95,255.06
69.93,66548.79,56282.5,13.95,255.06
69.94,66567.59,56298.08,13.95,255.03
69.95,66567.59,56298.08,13.95,255.03
69.96,66581.87,56309.4,13.98,255.04
69.97,66594.65,56322.57,13.98,255.07
69.98,66594.65,56322.57,13.98,255.07
69.99,66613.44,56346.93,13.98,255.04
70,66613.44,56346.93,13.98,255.04
70.01,66627.72,56362.65,13.95,255.06
70.02,66642,56368.03,13.95,255.07
70.03,66642,56368.03,13.95,255.07
70.04,66654.79,56389.41,13.96,255.1
70.05,66654.79,56389.41,13.96,255.1
70.06,66672.08,56405.69,14,255.08
70.07,66689.36,56424.81,14,255.07
70.08,66689.36,56424.81,14,255.07
70.09,66702.15,56432.6,13.99,255.1
70.1,66702.15,56432.6,13.99,255.1
70.11,66719.44,56449.03,13.96,255.08
70.12,66732.23,56456.96,13.95,255.11
70.13,66732.23,56456.96,13.95,255.11
70.14,66746.52,56483.87,13.97,255.12
70.15,66746.52,56483.87,13.97,255.12
70.16,66759.31,56491.94,13.97,255.15
70.17,66777.78,56505.39,13.97,255.12
70.18,66777.78,56505.39,13.97,255.12
70.19,66793.89,56529.74,14.03,255.12
70.2,66793.89,56529.74,14.03,255.12
70.21,66806.69,56533,14,255.15
70.22,66829.95,56559.48,14,255.08
70.23,66829.95,56559.48,14,255.08
70.24,66841.25,56578.17,14,255.12
70.25,66841.25,56578.17,14,255.12
70.26,66857.04,56586.67,14.01,255.12
70.27,66878.8,56602.39,13.97,255.07
70.28,66878.8,56602.39,13.97,255.07
70.29,66888.3,56621.66,13.92,255.12
70.3,66888.3,56621.66,13.92,255.12
70.31,66905.58,56631.84,14.02,255.11
70.32,66919.88,56643.17,13.99,255.12
70.33,66919.88,56643.17,13.99,255.12
70.34,66941.95,56655.49,13.99,255.07
70.35,66941.95,56655.49,13.99,255.07
70.36,66953.27,56678,14.05,255.11
70.37,66970.54,56693.44,14.06,255.1
70.38,66970.54,56693.44,14.06,255.1
70.39,66987.82,56726.29,14.04,255.08
70.4,66987.82,56726.29,14.04,255.08
70.41,67003.29,56726.58,14.03,255.08
70.42,67020.56,56736.63,14.06,255.07
70.43,67020.56,56736.63,14.06,255.07
70.44,67031.89,56763.25,14.04,255.11
70.45,67031.89,56763.25,14.04,255.11
70.46,67049.17,56765.95,14.02,255.1
70.47,67066.75,56796.11,14.03,255.08
70.48,67066.75,56796.11,14.03,255.08
70.49,67086.99,56801.2,14.06,255.04
70.5,67086.99,56801.2,14.06,255.04
70.51,67099.81,56811.97,14.03,255.07
70.52,67115.6,56833.21,14.03,255.07
70.53,67115.6,56833.21,14.03,255.07
70.54,67131.38,56846.95,14.03,255.07
70.55,67131.38,56846.95,14.03,255.07
70.56,67147.17,56860.4,14.08,255.07
70.57,67165.6,56870.6,14.02,255.04
70.58,67165.6,56870.6,14.02,255.04
70.59,67176.95,56892.4,14.05,255.08
70.6,67176.95,56892.4,14.05,255.08
70.61,67191.26,56903.17,14.01,255.1
70.62,67211.8,56925.82,14.05,255.06
70.63,67211.8,56925.82,14.05,255.06
70.64,67227.58,56935.31,14.01,255.06
70.65,67227.58,56935.31,14.01,255.06
70.66,67243.37,56951.88,14.06,255.06
70.67,67260.63,56970.71,14.07,255.04
70.68,67260.63,56970.71,14.07,255.04
70.69,67274.62,56978.64,14.05,255.06
70.7,67274.62,56978.64,14.05,255.06
70.71,67287.46,56992.66,14.05,255.08
70.72,67303.24,57013.48,14.07,255.08
70.73,67303.24,57013.48,14.07,255.08
70.74,67320.51,57021.41,14.06,255.07
70.75,67320.51,57021.41,14.06,255.07
70.76,67336.29,57048.31,14.06,255.07
70.77,67346.5,57053.98,14.08,255.12
70.78,67346.5,57053.98,14.08,255.12
70.79,67363.76,57073.66,14.1,255.11
70.8,67363.76,57073.66,14.1,255.11
70.81,67382.5,57088.81,14.05,255.08
70.82,67395.03,57099.86,14.09,255.11
70.83,67395.03,57099.86,14.09,255.11
70.84,67407.88,57110.34,14.06,255.14
70.85,67407.88,57110.34,14.06,255.14
70.86,67426.6,57139.51,14.08,255.11
70.87,67440.92,57145.17,14.1,255.12
70.88,67440.92,57145.17,14.1,255.12
70.89,67458.18,57161.17,14.1,255.11
70.9,67458.18,57161.17,14.1,255.11
70.91,67474.28,57178.03,14.05,255.11
70.92,67474.28,57178.03,14.05,255.11
70.93,67495.94,57188.5,14.08,255.06
70.94,67505.86,57204.51,14.07,255.11
70.95,67505.86,57204.51,14.07,255.11
70.96,67523.11,57223.06,14.07,255.1
70.97,67523.11,57223.06,14.07,255.1
70.98,67538.9,57237.08,14.08,255.1
70.99,67554.37,57250.53,14.12,255.1
71,67554.37,57250.53,14.12,255.1
71.01,67568.7,57269.78,14.14,255.11
71.02,67568.7,57269.78,14.14,255.11
71.03,67581.56,57288.62,14.08,255.14
71.04,67600.28,57307.17,14.1,255.11
71.05,67600.28,57307.17,14.1,255.11
71.06,67613.46,57315.52,14.12,255.14
71.07,67613.46,57315.52,14.12,255.14
71.08,67632.17,57333.79,14.12,255.11
71.09,67645.04,57352.48,14.13,255.14
71.1,67645.04,57352.48,14.13,255.14
71.11,67659.37,57360.7,14.07,255.15
71.12,67659.37,57360.7,14.07,255.15
71.13,67679.22,57376.84,14.11,255.11
71.14,67693.55,57398.65,14.12,255.12
71.15,67693.55,57398.65,14.12,255.12
71.16,67704.97,57409.56,14.09,255.16
71.17,67704.97,57409.56,14.09,255.16
71.18,67725.13,57417.34,14.15,255.12
71.19,67742.37,57447.65,14.1,255.11
71.2,67742.37,57447.65,14.1,255.11
71.21,67758.16,57452.18,14.1,255.11
71.22,67758.16,57452.18,14.1,255.11
71.23,67769.59,57473,14.1,255.15
71.24,67783.92,57492.25,14.11,255.16
71.25,67783.92,57492.25,14.11,255.16
71.26,67805.53,57503.58,14.11,255.11
71.27,67805.53,57503.58,14.11,255.11
71.28,67822.77,57519.58,14.12,255.1
71.29,67835.65,57535.59,14.12,255.12
71.3,67835.65,57535.59,14.12,255.12
71.31,67852.89,57548.9,14.14,255.11
71.32,67852.89,57548.9,14.14,255.11
71.33,67870.13,57560.08,14.14,255.1
71.34,67885.92,57575.66,14.19,255.1
71.35,67885.92,57575.66,14.19,255.1
71.36,67898.81,57589.39,14.15,255.12
71.37,67898.81,57589.39,14.15,255.12
71.38,67914.6,57611.48,14.17,255.12
71.39,67928.94,57627.21,14.13,255.14
71.4,67928.94,57627.21,14.13,255.14
71.41,67949.07,57643.49,14.1,255.1
71.42,67949.07,57643.49,14.1,255.1
71.43,67963.41,57654.53,14.15,255.11
71.44,67977.75,57669.55,14.13,255.12
71.45,67977.75,57669.55,14.13,255.12
71.46,67994.99,57688.81,14.13,255.11
71.47,67994.99,57688.81,14.13,255.11
71.48,68007.89,57693.76,14.16,255.14
71.49,68028.01,57721.37,14.17,255.1
71.5,68028.01,57721.37,14.17,255.1
71.51,68042.35,57729.31,14.12,255.11
71.52,68042.35,57729.31,14.12,255.11
71.53,68058.14,57742.47,14.15,255.11
71.54,68078.25,57756.07,14.1,255.07
71.55,68078.25,57756.07,14.1,255.07
71.56,68088.28,57780,14.15,255.12
71.57,68088.28,57780,14.15,255.12
71.58,68106.95,57793.31,14.16,255.1
71.59,68124.17,57806.9,14.18,255.08
71.6,68124.17,57806.9,14.18,255.08
71.61,68135.64,57814.98,14.19,255.12
71.62,68135.64,57814.98,14.19,255.12
71.63,68152.87,57839.48,14.16,255.11
71.64,68168.66,57861,14.16,255.11
71.65,68168.66,57861,14.16,255.11
71.66,68184.45,57869.5,14.17,255.11
71.67,68184.45,57869.5,14.17,255.11
71.68,68200.24,57877,14.17,255.11
71.69,68216.02,57901.36,14.17,255.11
71.7,68216.02,57901.36,14.17,255.11
71.71,68227.51,57917.78,14.21,255.15
71.72,68227.51,57917.78,14.21,255.15
71.73,68249.04,57928.12,14.15,255.1
71.74,68266.26,57936.48,14.2,255.08
71.75,68266.26,57936.48,14.2,255.08
71.76,68277.74,57953.04,14.19,255.12
71.77,68277.74,57953.04,14.19,255.12
71.78,68293.53,57976.27,14.18,255.12
71.79,68309.32,57995.1,14.21,255.12
71.8,68309.32,57995.1,14.21,255.12
71.81,68329.41,58003.6,14.18,255.08
71.82,68329.41,58003.6,14.18,255.08
71.83,68338.04,58027.53,14.18,255.15
71.84,68358.12,58033.62,14.18,255.11
71.85,68358.12,58033.62,14.18,255.11
71.86,68376.77,58049.34,14.23,255.08
71.87,68376.77,58049.34,14.23,255.08
71.88,68388.27,58062.51,14.23,255.12
71.89,68404.06,58081.91,14.19,255.12
71.9,68404.06,58081.91,14.19,255.12
71.91,68419.85,58091.96,14.19,255.12
71.92,68419.85,58091.96,14.19,255.12
71.93,68435.64,58113.34,14.22,255.12
71.94,68452.85,58116.6,14.25,255.11
71.95,68452.85,58116.6,14.25,255.11
71.96,68471.49,58140.54,14.16,255.08
71.97,68471.49,58140.54,14.16,255.08
71.98,68483,58161.92,14.22,255.12
71.99,68498.79,58175.94,14.21,255.12
72,68498.79,58175.94,14.21,255.12
72.01,68518.85,58185.99,14.21,255.08
72.02,68518.85,58185.99,14.21,255.08
72.03,68528.95,58207.66,14.21,255.14
72.04,68547.58,58210.2,14.24,255.11
72.05,68547.58,58210.2,14.24,255.11
72.06,68563.37,58229.18,14.22,255.11
72.07,68563.37,58229.18,14.22,255.11
72.08,68583.42,58247.87,14.24,255.07
72.09,68597.79,58256.65,14.25,255.08
72.1,68597.79,58256.65,14.25,255.08
72.11,68612.15,58275.49,14.21,255.1
72.12,68612.15,58275.49,14.21,255.1
72.13,68625.1,58288.38,14.18,255.12
72.14,68645.15,58304.52,14.24,255.08
72.15,68645.15,58304.52,14.24,255.08
72.16,68659.52,58320.66,14.22,255.1
72.17,68659.52,58320.66,14.22,255.1
72.18,68673.89,58328.87,14.23,255.11
72.19,68695.34,58350.54,14.23,255.06
72.2,68695.34,58350.54,14.23,255.06
72.21,68708.3,58358.89,14.26,255.08
72.22,68708.3,58358.89,14.26,255.08
72.23,68722.67,58374.75,14.25,255.1
72.24,68741.28,58390.62,14.22,255.07
72.25,68741.28,58390.62,14.22,255.07
72.26,68757.07,58404.63,14.24,255.07
72.27,68757.07,58404.63,14.24,255.07
72.28,68770.03,58415.4,14.24,255.1
72.29,68790.06,58430.69,14.25,255.06
72.3,68790.06,58430.69,14.25,255.06
72.31,68797.37,58449.66,14.27,255.14
72.32,68797.37,58449.66,14.27,255.14
72.33,68817.39,58465.95,14.24,255.1
72.34,68834.59,58476.71,14.22,255.08
72.35,68834.59,58476.71,14.22,255.08
72.36,68851.79,58493.14,14.27,255.07
72.37,68851.79,58493.14,14.27,255.07
72.38,68870.39,58506.59,14.26,255.04
72.39,68883.36,58525.28,14.26,255.07
72.4,68883.36,58525.28,14.26,255.07
72.41,68903.37,58539.16,14.24,255.03
72.42,68903.37,58539.16,14.24,255.03
72.43,68914.93,58544.4,14.25,255.07
72.44,68930.72,58563.09,14.26,255.07
72.45,68930.72,58563.09,14.26,255.07
72.46,68946.51,58579.66,14.28,255.07
72.47,68946.51,58579.66,14.28,255.07
72.48,68962.29,58587.59,14.28,255.07
72.49,68980.89,58614.49,14.3,255.04
72.5,68980.89,58614.49,14.3,255.04
72.51,68993.55,58617.04,14.3,255.07
72.52,68993.55,58617.04,14.3,255.07
72.53,69013.55,58638.29,14.22,255.03
72.54,69029.33,58647.06,14.31,255.03
72.55,69029.33,58647.06,14.31,255.03
72.56,69042.31,58655.7,14.28,255.06
72.57,69042.31,58655.7,14.28,255.06
72.58,69062.3,58677.23,14.28,255.01
72.59,69076.68,58685.72,14.28,255.03
72.6,69076.68,58685.72,14.28,255.03
72.61,69095.27,58706.54,14.27,255
72.62,69095.27,58706.54,14.27,255
72.63,69108.25,58719.85,14.31,255.03
72.64,69125.44,58722.68,14.27,255.01
72.65,69125.44,58722.68,14.27,255.01
72.66,69139.82,58742.09,14.24,255.03
72.67,69139.82,58742.09,14.24,255.03
72.68,69157,58760.77,14.3,255.01
72.69,69171.39,58768.28,14.3,255.03
72.7,69171.39,58768.28,14.3,255.03
72.71,69187.18,58782.16,14.3,255.03
72.72,69187.18,58782.16,14.3,255.03
72.73,69202.96,58801.28,14.28,255.03
72.74,69220.14,58814.02,14.28,255.01
72.75,69220.14,58814.02,14.28,255.01
72.76,69235.92,58822.94,14.31,255.01
72.77,69235.92,58822.94,14.31,255.01
72.78,69251.71,58830.73,14.31,255.01
72.79,69267.49,58849.56,14.31,255.01
72.8,69267.49,58849.56,14.31,255.01
72.81,69279.1,58863.44,14.32,255.06
72.82,69279.1,58863.44,14.32,255.06
72.83,69299.06,58882.42,14.3,255.01
